ori	agency_name	agency_type_name	state	county	lat	lng	is_nibrs
WA0341900	Evergreen State College	University or College	WA	THURSTON	47.06219	-122.97784	1
WA0342000	Washington State Parks and Recreation Law Enforcement	Other State Agency	WA	NOT SPECIFIED			1
WA034225Y	State Insurance Commissioner: Special Investigations Unit	Other State Agency	WA	THURSTON	47.022686	-122.92076	1
WA0350000	Wahkiakum County Sheriff's Office	County	WA	WAHKIAKUM	46.294638	-123.424458	1
WA0360000	Walla Walla County Sheriff's Office	County	WA	WALLA WALLA	46.254606	-118.480374	1
WA0360100	Walla Walla Police Department	City	WA	WALLA WALLA	46.06635	-118.3408	1
WA0360200	College Place Police Department	City	WA	WALLA WALLA	46.043552	-118.38852	1
WA0370000	Whatcom County Sheriff's Office	County	WA	WHATCOM	48.75403	-122.4796	1
WA0370100	Bellingham Police Department	City	WA	WHATCOM	48.755722	-122.479614	1
WA0370200	Blaine Police Department	City	WA	WHATCOM	48.994038	-122.74932	1
WA0370300	Everson Police Department	City	WA	WHATCOM	48.842653	-121.836432	1
WA0370400	Ferndale Police Department	City	WA	WHATCOM	48.842653	-121.836432	1
WA0370500	Lynden Police Department	City	WA	WHATCOM	48.939228	-122.481026	1
WA0370700	Sumas Police Department	City	WA	WHATCOM	48.842653	-121.836432	1
WA0370800	Western Washington University	University or College	WA	WHATCOM	48.842653	-121.836432	1
WA0380000	Whitman County Sheriff's Office	County	WA	WHITMAN	46.903322	-117.522962	1
WA0380100	Colfax Police Department	City	WA	WHITMAN	46.877945	-117.363754	1
WA0380300	Pullman Police Department	City	WA	WHITMAN	46.728466	-117.18004	1
WA0380500	Washington State University: Pullman	University or College	WA	WHITMAN	46.903322	-117.522962	1
WA0380700	Garfield Police Department	City	WA	WHITMAN	46.903322	-117.522962	1
WA0380900	Palouse Police Department	City	WA	WHITMAN	46.903322	-117.522962	1
WA0381400	Oakesdale Police Department	City	WA	WHITMAN	46.903322	-117.522962	1
WA0390000	Yakima County Sheriff's Office	County	WA	YAKIMA	46.456558	-120.740145	1
WA0390100	Grandview Police Department	City	WA	YAKIMA	46.456558	-120.740145	1
WA0390200	Sunnyside Police Department	City	WA	YAKIMA	46.32872	-120.02305	1
WA0390300	Toppenish Police Department	City	WA	YAKIMA	46.375114	-120.309715	1
WA0390400	Union Gap Police Department	City	WA	YAKIMA	46.456558	-120.740145	1
WA0390500	Yakima Police Department	City	WA	YAKIMA	46.456558	-120.740145	1
WA0390600	Zillah Police Department	City	WA	YAKIMA	46.456558	-120.740145	1
WA0390700	Granger Police Department	City	WA	YAKIMA	46.456558	-120.740145	1
WA0390900	Mabton Police Department	City	WA	YAKIMA	46.456558	-120.740145	1
WA0391100	Selah Police Department	City	WA	YAKIMA	46.644024	-120.53037	1
WA0391200	Tieton Police Department	City	WA	YAKIMA	46.456558	-120.740145	1
WA0391300	Wapato Police Department	City	WA	YAKIMA	46.456558	-120.740145	1
WA0391400	Moxee Police Department	City	WA	YAKIMA	46.456558	-120.740145	1
WADI00800	Nisqually Tribal	Tribal	WA	NOT SPECIFIED	47.001446	-122.66679	1
WADI00900	Suquamish Tribal	Tribal	WA	NOT SPECIFIED	47.72907	-122.558105	1
WADI01000	Muckleshoot Tribal	Tribal	WA	NOT SPECIFIED			1
WADI01100	Skokomish Tribal	Tribal	WA	NOT SPECIFIED	47.321728	-123.14601	1
WADI01200	Shoalwater Bay Tribal	Tribal	WA	NOT SPECIFIED	46.556587	-123.782419	1
WADI01300	Stillaguamish Tribal	Tribal	WA	NOT SPECIFIED	48.20435	-122.214554	1
WADI01400	Nooksack Tribal	Tribal	WA	NOT SPECIFIED	48.842653	-121.836432	1
WADI05100	Spokane Agency	Tribal	WA	NOT SPECIFIED	48.390648	-117.854897	1
WADI05400	Quinault Indian Nation	Tribal	WA	NOT SPECIFIED	47.142786	-123.827043	1
WADI05500	Squaxin Island Tribal	Tribal	WA	NOT SPECIFIED	47.121563	-123.07838	1
WADI05600	Makah Tribal	Tribal	WA	NOT SPECIFIED	48.110903	-123.88986	1
WADI05700	Colville Tribal	Tribal	WA	NOT SPECIFIED	48.550971	-119.691035	1
WADI05800	Yakama Nation	Tribal	WA	NOT SPECIFIED	46.456558	-120.740145	1
WADI05900	Lummi Tribal	Tribal	WA	NOT SPECIFIED	48.793793	-122.62376	1
WADI06100	Kalispel Tribal	Tribal	WA	NOT SPECIFIED	48.543825	-117.232191	1
WADI06200	Puyallup Tribal	Tribal	WA	NOT SPECIFIED	47.23772	-122.409485	1
WADI06300	Sauk-Suiattle Tribal	Tribal	WA	NOT SPECIFIED	48.32123	-121.553085	1
WADI06400	Swinomish Tribal	Tribal	WA	NOT SPECIFIED	48.493292	-121.81577	1
WADI06500	Upper Skagit Tribal	Tribal	WA	NOT SPECIFIED	48.539516	-122.18525	1
WADI06600	Port Gamble S'Klallam Tribal	Tribal	WA	NOT SPECIFIED	47.85288	-122.5703	1
WADI06700	Chehalis Tribal	Tribal	WA	NOT SPECIFIED	47.142786	-123.827043	1
WADI06800	Tulalip Tribal	Tribal	WA	NOT SPECIFIED	48.08486	-122.27295	1
WADI07000	La Push Tribal	Tribal	WA	NOT SPECIFIED	48.110903	-123.88986	1
WADI08200	Jamestown S'Klallam Tribal	Tribal	WA	NOT SPECIFIED	48.0242	-122.996506	1
WADI08300	Snoqualmie Tribal	Tribal	WA	NOT SPECIFIED			1
WADI08600	Elwha Klallam Tribal	Tribal	WA	NOT SPECIFIED			1
WASPD0000	Seattle Police Department	City	WA	KING	47.493554	-121.832375	1
WAWSP0000	Washington State Patrol	State Police	WA	NOT SPECIFIED	47.043022	-122.85893	1
WI0010000	Adams County Sheriff's Office	County	WI	ADAMS	43.973763	-89.767223	1
WI0010100	Adams Police Department	City	WI	ADAMS	43.973763	-89.767223	1
WI0010200	Rome Town Police Department	City	WI	ADAMS	44.22072	-89.809204	1
WI0020000	Ashland County Sheriff's Office	County	WI	ASHLAND	46.588776	-90.87849	1
WI0020100	Ashland Police Department	City	WI	ASHLAND	46.59425	-90.87695	1
WI0020700	La Pointe Police Department	City	WI	ASHLAND			0
WI0030000	Barron County Sheriff's Office	County	WI	BARRON	45.437192	-91.852892	1
WI0030100	Rice Lake Police Department	City	WI	BARRON	45.500988	-91.73607	1
WI0030200	Barron Police Department	City	WI	BARRON	45.437192	-91.852892	1
WI0030300	Chetek Police Department	City	WI	BARRON	45.437192	-91.852892	1
WI0030400	Cumberland Police Department	City	WI	BARRON	45.53492	-92.02147	0
WI0040000	Bayfield County Sheriff's Office	County	WI	BAYFIELD	46.634199	-91.177282	1
WI0040100	Washburn Police Department	City	WI	BAYFIELD	46.634199	-91.177282	1
WI0040200	Bayfield Police Department	City	WI	BAYFIELD	46.634199	-91.177282	1
WI0040400	Iron River Police Department	City	WI	BAYFIELD	46.634199	-91.177282	1
WI0050000	Brown County Sheriff's Office	County	WI	BROWN	44.473961	-87.995926	1
WI0050100	De Pere Police Department	City	WI	BROWN	44.473961	-87.995926	1
WI0050200	Green Bay Police Department	City	WI	BROWN	44.511395	-88.01636	1
WI0050300	Pulaski Police Department	City	WI	BROWN, SHAWANO	44.473961	-87.995926	1
WI0050600	Wrightstown Police Department	City	WI	BROWN, OUTAGAMIE			1
WI0050700	University of Wisconsin: Green Bay	University or College	WI	BROWN	44.473961	-87.995926	0
WI0050800	Ashwaubenon Police Department	City	WI	BROWN	44.473961	-87.995926	1
WI0050900	Hobart-Lawrence Police Department	City	WI	BROWN	44.49919	-88.14985	1
WI0060000	Buffalo County Sheriff's Office	County	WI	BUFFALO	44.389759	-91.758714	1
WI0060300	Mondovi Police Department	City	WI	BUFFALO	44.56783	-91.66977	1
WI0070000	Burnett County Sheriff's Office	County	WI	BURNETT	45.866878	-92.37574	1
WI0070100	Grantsburg Police Department	City	WI	BURNETT	45.77732	-92.680695	0
WI0070200	Siren Police Department	City	WI	BURNETT	45.866878	-92.37574	1
WI0070300	Webster Police Department	City	WI	BURNETT			1
WI0080000	Calumet County Sheriff's Office	County	WI	CALUMET	44.02957	-88.169464	1
WI0080100	Chilton Police Department	City	WI	CALUMET	44.029293	-88.16405	1
WI0080200	New Holstein Police Department	City	WI	CALUMET	43.95118	-88.09576	1
WI0080300	Brillion Police Department	City	WI	CALUMET	44.17731	-88.06337	1
WI0090000	Chippewa County Sheriff's Office	County	WI	CHIPPEWA	44.9403	-91.395706	1
WI0090100	Chippewa Falls Police Department	City	WI	CHIPPEWA	45.069092	-91.283505	1
WI0090200	Bloomer Police Department	City	WI	CHIPPEWA	45.101414	-91.48759	1
WI0090300	Cornell Police Department	City	WI	CHIPPEWA	45.069092	-91.283505	1
WI0090400	Stanley Police Department	City	WI	CHIPPEWA	45.069092	-91.283505	1
WI0090500	Lake Hallie Police Department	City	WI	CHIPPEWA	44.886257	-91.40481	1
WI0100000	Clark County Sheriff's Office	County	WI	CLARK	44.560364	-90.59476	1
WI0100200	Loyal Police Department	City	WI	CLARK			1
WI0100300	Neillsville Police Department	City	WI	CLARK	44.559864	-90.59647	1
WI0100400	Colby-Abbotsford Police Department	City	WI	CLARK, MARATHON	44.733596	-90.610201	1
WI0100600	Greenwood Police Department	City	WI	CLARK			1
WI0100800	Thorp Police Department	City	WI	CLARK			1
WI0101200	Owen-Withee Police Department	City	WI	CLARK			0
WI0110000	Columbia County Sheriff's Office	County	WI	COLUMBIA	43.471882	-89.330472	1
WI0110100	Portage Police Department	City	WI	COLUMBIA	43.54133	-89.46112	1
WI0110200	Wisconsin Dells Police Department	City	WI	ADAMS, COLUMBIA, JUNEAU, SAUK	43.626328	-89.77374	1
WI0110300	Columbus Police Department	City	WI	COLUMBIA	43.33908	-89.0156	1
WI0110600	Fall River Police Department	City	WI	COLUMBIA	43.471882	-89.330472	0
WI0110700	Poynette Police Department	City	WI	COLUMBIA	43.471882	-89.330472	1
WI0110900	Rio Police Department	City	WI	COLUMBIA	43.471882	-89.330472	1
WI0111000	Lodi Police Department	City	WI	COLUMBIA	43.313007	-89.52594	1
WI0120000	Crawford County Sheriff's Office	County	WI	CRAWFORD	43.054684	-91.14654	1
WI0120100	Prairie du Chien Police Department	City	WI	CRAWFORD	43.24991	-90.95123	1
WI0130000	Dane County Sheriff's Office	County	WI	DANE	43.074104	-89.38086	1
WI0130100	Madison Police Department	City	WI	DANE	43.072285	-89.38322	1
WI0130200	Middleton Police Department	City	WI	DANE	43.105984	-89.50863	1
WI0130300	Monona Police Department	City	WI	DANE	43.063732	-89.33799	1
WI0130400	Mount Horeb Police Department	City	WI	DANE	43.007977	-89.73801	1
WI0130500	Stoughton Police Department	City	WI	DANE	42.916714	-89.21692	1
WI0130600	Sun Prairie Police Department	City	WI	DANE	43.183002	-89.21107	1
WI0130800	University of Wisconsin: Madison	University or College	WI	DANE	43.068165	-89.41221	1
WI0131000	Town of Madison Police Department	City	WI	DANE	43.04303	-89.403984	1
WI0131300	Cross Plains Police Department	City	WI	DANE	43.11176	-89.640526	1
WI0131600	Marshall Village Police Department	City	WI	DANE	43.067468	-89.417852	1
WI0131900	Cottage Grove Police Department	City	WI	DANE	43.065006	-89.19724	1
WI0132300	Blue Mounds Police Department	City	WI	DANE	43.018703	-89.83321	0
WI0132900	Brooklyn Police Department	City	WI	DANE, GREEN			1
WI0136700	Deforest Police Department	City	WI	DANE	43.067468	-89.417852	1
WI0136800	Belleville Police Department	City	WI	DANE, GREEN	43.067468	-89.417852	1
WI0137000	Fitchburg Police Department	City	WI	DANE	43.001278	-89.42332	1
WI0137100	Maple Bluff Police Department	City	WI	DANE	43.109516	-89.36419	1
WI0137300	McFarland Police Department	City	WI	DANE	43.067468	-89.417852	1
WI0137400	Oregon Police Department	City	WI	DANE	43.067468	-89.417852	1
WI0137500	Shorewood Hills Police Department	City	WI	DANE	43.07537	-89.44383	1
WI0137600	Verona Police Department	City	WI	DANE	42.99033	-89.52842	1
WI0137700	Waunakee Police Department	City	WI	DANE	43.192013	-89.46346	1
WI0137800	Capitol Police	Other State Agency	WI	DANE	43.067468	-89.417852	1
WI0140000	Dodge County Sheriff's Office	County	WI	DODGE	43.40635	-88.70442	1
WI0140100	Beaver Dam Police Department	City	WI	DODGE	43.45508	-88.83419	1
WI0140200	Fox Lake Police Department	City	WI	DODGE	43.422706	-88.704379	1
WI0140300	Horicon Police Department	City	WI	DODGE	43.4468	-88.64403	1
WI0140400	Juneau Police Department	City	WI	DODGE	43.422706	-88.704379	1
WI0140500	Mayville Police Department	City	WI	DODGE	43.422706	-88.704379	1
WI0140600	Hustisford Police Department	City	WI	DODGE			1
WI0140900	Waupun Police Department	City	WI	DODGE, FOND DU LAC	43.63313	-88.73704	1
WI0141000	Lomira Police Department	City	WI	DODGE	43.587105	-88.43926	1
WI0141100	Brownsville Police Department	City	WI	DODGE	43.422706	-88.704379	1
WI0141400	Iron Ridge Police Department	City	WI	DODGE	43.422706	-88.704379	1
WI0141900	Theresa Police Department	City	WI	DODGE	43.422706	-88.704379	1
WI0142000	Beaver Dam Township Police Department	City	WI	DODGE	43.422706	-88.704379	1
WI0150000	Door County Sheriff's Office	County	WI	DOOR	45.067811	-87.087936	1
WI0150100	Sturgeon Bay Police Department	City	WI	DOOR	44.83493	-87.3748	1
WI0160000	Douglas County Sheriff's Office	County	WI	DOUGLAS	46.72193	-92.09668	1
WI0160100	Superior Police Department	City	WI	DOUGLAS	46.463316	-91.892579	1
WI0160500	University of Wisconsin: Superior	University or College	WI	DOUGLAS	46.463316	-91.892579	1
WI0170000	Dunn County Sheriff's Office	County	WI	DUNN	44.947741	-91.89772	1
WI0170100	Menomonie Police Department	City	WI	DUNN	44.947741	-91.89772	1
WI0170200	Boyceville Police Department	City	WI	DUNN	44.947741	-91.89772	1
WI0170300	Colfax Police Department	City	WI	DUNN	44.947741	-91.89772	1
WI0170500	Elk Mound Police Department	City	WI	DUNN	44.947741	-91.89772	1
WI0170600	University of Wisconsin: Stout	University or College	WI	DUNN	44.8925	-91.93223	1
WI0180000	Eau Claire County Sheriff's Office	County	WI	EAU CLAIRE	44.808	-91.50354	1
WI0180100	Eau Claire Police Department	City	WI	CHIPPEWA, EAU CLAIRE	44.726355	-91.286414	1
WI0180200	Altoona Police Department	City	WI	EAU CLAIRE	44.806404	-91.43264	1
WI0180300	Augusta Police Department	City	WI	EAU CLAIRE	44.679665	-91.11955	1
WI0180400	Fall Creek Police Department	City	WI	EAU CLAIRE	44.763523	-91.27666	1
WI0180500	University of Wisconsin: Eau Claire	University or College	WI	EAU CLAIRE	44.79899	-91.50246	1
WI0190000	Florence County Sheriff's Office	County	WI	FLORENCE	45.849646	-88.400322	1
WI0200000	Fond du Lac County Sheriff's Office	County	WI	FOND DU LAC	43.754722	-88.493284	1
WI0200100	Fond du Lac Police Department	City	WI	FOND DU LAC	43.775253	-88.44703	1
WI0200200	Ripon Police Department	City	WI	FOND DU LAC	43.754722	-88.493284	1
WI0200300	Campbellsport Police Department	City	WI	FOND DU LAC	43.754722	-88.493284	1
WI0200400	North Fond du Lac Police Department	City	WI	FOND DU LAC	43.808	-88.47955	1
WI0200900	Oakfield Village Police Department	City	WI	FOND DU LAC			0
WI0201000	Ripon Town Police Department	City	WI	FOND DU LAC	43.754722	-88.493284	0
WI0201100	Brandon-Fairwater Police Department	City	WI	FOND DU LAC	43.735134	-88.7827	1
WI0201200	Rosendale Police Department	City	WI	FOND DU LAC	43.809	-88.68	1
WI0210000	Forest County Sheriff's Office	County	WI	FOREST	45.666882	-88.773225	1
WI0210100	Crandon Police Department	City	WI	FOREST	45.666882	-88.773225	1
WI0210200	Laona Police Department	City	WI	FOREST			1
WI0220000	Grant County Sheriff's Office	County	WI	GRANT	42.870028	-90.694229	1
WI0220100	Boscobel Police Department	City	WI	GRANT	43.134636	-90.70579	1
WI0220300	Fennimore Police Department	City	WI	GRANT	42.870028	-90.694229	1
WI0220400	Lancaster Police Department	City	WI	GRANT	42.849228	-90.70967	1
WI0220500	Platteville Police Department	City	WI	GRANT	42.870028	-90.694229	1
WI0220800	Cuba City Police Department	City	WI	GRANT, LAFAYETTE	42.60737	-90.43078	1
WI0221100	Hazel Green Police Department	City	WI	GRANT, LAFAYETTE	42.870028	-90.694229	1
WI0221200	Muscoda Police Department	City	WI	GRANT, IOWA	42.870028	-90.694229	1
WI0221400	University of Wisconsin: Platteville	University or College	WI	GRANT	42.733818	-90.49181	1
WI0230000	Green County Sheriff's Office	County	WI	GREEN	42.677728	-89.605639	1
WI0230100	Monroe Police Department	City	WI	GREEN	42.60021	-89.63727	1
WI0230200	Brodhead Police Department	City	WI	GREEN, ROCK	42.677728	-89.605639	1
WI0230300	Albany Police Department	City	WI	GREEN	42.677728	-89.605639	1
WI0230400	Monticello Police Department	City	WI	GREEN			1
WI0230600	New Glarus Police Department	City	WI	GREEN	42.677728	-89.605639	1
WI0240000	Green Lake County Sheriff's Office	County	WI	GREEN LAKE	43.76141	-88.987228	1
WI0240100	Berlin Police Department	City	WI	GREEN LAKE, WAUSHARA	43.76141	-88.987228	1
WI0240300	Markesan Police Department	City	WI	GREEN LAKE	43.76141	-88.987228	1
WI0240400	Princeton Police Department	City	WI	GREEN LAKE	43.76141	-88.987228	1
WI0240500	Green Lake Police Department	City	WI	GREEN LAKE	43.76141	-88.987228	1
WI0250000	Iowa County Sheriff's Office	County	WI	IOWA	42.972805	-90.132835	1
WI0250100	Dodgeville Police Department	City	WI	IOWA	42.961037	-90.1306	1
WI0250200	Mineral Point Police Department	City	WI	IOWA	43.001021	-90.133691	1
WI0250300	Highland Police Department	City	WI	IOWA	43.001021	-90.133691	0
WI0250600	Barneveld Police Department	City	WI	IOWA	43.001021	-90.133691	1
WI0250800	Avoca Police Department	City	WI	IOWA	43.18261	-90.32593	0
WI0251200	Linden Police Department	City	WI	IOWA			0
WI0260000	Iron County Sheriff's Office	County	WI	IRON	46.32655	-90.261298	1
WI0260100	Hurley Police Department	City	WI	IRON	46.453094	-90.18625	1
WI0270000	Jackson County Sheriff's Office	County	WI	JACKSON	44.295376	-90.85097	1
WI0270100	Black River Falls Police Department	City	WI	JACKSON	44.29406	-90.84965	0
WI0280000	Jefferson County Sheriff's Office	County	WI	JEFFERSON	43.002285	-88.80604	1
WI0280100	Fort Atkinson Police Department	City	WI	JEFFERSON	42.92739	-88.83858	1
WI0280200	Jefferson Police Department	City	WI	JEFFERSON	42.990746	-88.81628	1
WI0280300	Watertown Police Department	City	WI	DODGE, JEFFERSON	43.195805	-88.72366	1
WI0280400	Lake Mills Police Department	City	WI	JEFFERSON	43.078686	-88.91145	1
WI0280500	Johnson Creek Police Department	City	WI	JEFFERSON			1
WI0280600	Palmyra Police Department	City	WI	JEFFERSON	43.013807	-88.773985	1
WI0280700	Waterloo Police Department	City	WI	JEFFERSON	43.184437	-88.990395	1
WI0290000	Juneau County Sheriff's Office	County	WI	JUNEAU	43.796127	-90.07613	1
WI0290100	Elroy Police Department	City	WI	JUNEAU	43.739048	-90.27077	1
WI0290200	Mauston Police Department	City	WI	JUNEAU	43.797024	-90.07385	1
WI0290300	New Lisbon Police Department	City	WI	JUNEAU	43.879562	-90.16508	1
WI0290700	Lyndon Station Police Department	City	WI	JUNEAU			0
WI0300000	Kenosha County Sheriff's Office	County	WI	KENOSHA	42.579703	-87.424898	1
WI0300100	Kenosha Police Department	City	WI	KENOSHA	42.579703	-87.424898	1
WI0300200	Twin Lakes Police Department	City	WI	KENOSHA	42.579703	-87.424898	0
WI0300300	University of Wisconsin: Parkside	University or College	WI	KENOSHA	42.647522	-87.8491	1
WI0300800	Pleasant Prairie Police Department	City	WI	KENOSHA	42.552074	-87.892075	1
WI0310000	Kewaunee County Sheriff's Office	County	WI	KEWAUNEE	44.457024	-87.50588	1
WI0310100	Algoma Police Department	City	WI	KEWAUNEE	44.500949	-87.161813	1
WI0310200	Kewaunee Police Department	City	WI	KEWAUNEE	44.458298	-87.49991	1
WI0310400	Luxemburg Police Department	City	WI	KEWAUNEE	44.500949	-87.161813	1
WI0320000	La Crosse County Sheriff's Office	County	WI	LA CROSSE	43.81452	-91.25082	1
WI0320100	La Crosse Police Department	City	WI	LA CROSSE	43.908222	-91.111758	1
WI0320200	Onalaska Police Department	City	WI	LA CROSSE	43.88336	-91.231674	1
WI0320300	West Salem Police Department	City	WI	LA CROSSE	43.908222	-91.111758	1
WI0320500	Bangor Police Department	City	WI	LA CROSSE	43.892067	-90.99046	1
WI0320600	Campbell Township Police Department	City	WI	LA CROSSE	43.85829	-91.2598	1
WI0320700	Holmen Police Department	City	WI	LA CROSSE	43.908222	-91.111758	1
WI0320800	University of Wisconsin: La Crosse	University or College	WI	LA CROSSE	43.812813	-91.23067	1
WI0330000	Lafayette County Sheriff's Office	County	WI	LAFAYETTE	42.655578	-90.130292	1
WI0330100	Argyle Police Department	City	WI	LAFAYETTE			1
WI0330200	Blanchardville Police Department	City	WI	IOWA, LAFAYETTE	42.655578	-90.130292	1
WI0330300	Darlington Police Department	City	WI	LAFAYETTE	42.655578	-90.130292	1
WI0330400	Shullsburg Police Department	City	WI	LAFAYETTE			1
WI0340000	Langlade County Sheriff's Office	County	WI	LANGLADE	45.143913	-89.154175	1
WI0340100	Antigo Police Department	City	WI	LANGLADE	45.143913	-89.154175	1
WI0350000	Lincoln County Sheriff's Office	County	WI	LINCOLN	45.18147	-89.68462	1
WI0350100	Merrill Police Department	City	WI	LINCOLN	45.338319	-89.742082	1
WI0350200	Tomahawk Police Department	City	WI	LINCOLN	45.338319	-89.742082	1
WI0360000	Manitowoc County Sheriff's Office	County	WI	MANITOWOC	44.087933	-87.659164	1
WI0360100	Manitowoc Police Department	City	WI	MANITOWOC	44.089737	-87.65937	1
WI0360200	Two Rivers Police Department	City	WI	MANITOWOC	44.105108	-87.313828	1
WI0360500	Kiel Police Department	City	WI	CALUMET, MANITOWOC	44.105108	-87.313828	1
WI0360600	Cleveland Police Department	City	WI	MANITOWOC	45.211656	-90.504853	1
WI0360800	Mishicot Police Department	City	WI	MANITOWOC	44.105108	-87.313828	1
WI0361000	Reedsville Village Police Department	City	WI	MANITOWOC			1
WI0370000	Marathon County Sheriff's Office	County	WI	MARATHON	44.957127	-89.62587	1
WI0370300	Wausau Police Department	City	WI	MARATHON	44.898036	-89.757823	1
WI0370400	Athens Police Department	City	WI	MARATHON	44.898036	-89.757823	1
WI0370500	Edgar Police Department	City	WI	MARATHON	44.898036	-89.757823	1
WI0370600	Marathon City Police Department	City	WI	MARATHON	44.898036	-89.757823	1
WI0370700	Spencer Police Department	City	WI	MARATHON	44.898036	-89.757823	1
WI0371000	Mosinee Police Department	City	WI	MARATHON	44.791843	-89.70139	1
WI0371400	Kronenwetter Police Department	City	WI	MARATHON	44.825367	-89.66069	1
WI0371500	Mountain Bay Metropolitan Police Department	City	WI	MARATHON			1
WI0380000	Marinette County Sheriff's Office	County	WI	MARINETTE	45.346899	-87.991198	1
WI0380100	Marinette Police Department	City	WI	MARINETTE	45.099815	-87.632225	1
WI0380200	Niagara Police Department	City	WI	MARINETTE	45.346899	-87.991198	1
WI0380300	Peshtigo Police Department	City	WI	MARINETTE	45.346899	-87.991198	1
WI0380400	Coleman Police Department	City	WI	MARINETTE			1
WI0380500	Crivitz Police Department	City	WI	MARINETTE			1
WI0390000	Marquette County Sheriff's Office	County	WI	MARQUETTE	43.826053	-89.409095	1
WI0390100	Montello Police Department	City	WI	MARQUETTE	43.826053	-89.409095	1
WI0390200	Westfield Police Department	City	WI	MARQUETTE	43.826053	-89.409095	1
WI0390300	Neshkoro Police Department	City	WI	MARQUETTE	43.826053	-89.409095	1
WI0390400	Oxford Police Department	City	WI	MARQUETTE	43.826053	-89.409095	1
WI0390500	Endeavor Police Department	City	WI	MARQUETTE	43.826053	-89.409095	1
WI0400000	Menominee County Sheriff's Office	County	WI	MENOMINEE	44.991304	-88.669251	1
WI0400100	Menominee Tribal	Tribal	WI	NOT SPECIFIED	44.991304	-88.669251	1
WI0410000	Milwaukee County Sheriff's Office	County	WI	MILWAUKEE	43.043903	-87.901726	1
WI0410100	Bayside Police Department	City	WI	MILWAUKEE, OZAUKEE	43.181217	-87.90512	1
WI0410200	Brown Deer Police Department	City	WI	MILWAUKEE	43.181675	-87.97136	1
WI0410300	Cudahy Police Department	City	WI	MILWAUKEE	43.017652	-87.481549	1
WI0410400	Fox Point Police Department	City	WI	MILWAUKEE	43.017652	-87.481549	1
WI0410500	Franklin Police Department	City	WI	MILWAUKEE	42.894115	-88.03276	1
WI0410600	Glendale Police Department	City	WI	MILWAUKEE	43.122974	-87.92733	1
WI0410700	Greendale Police Department	City	WI	MILWAUKEE	42.944866	-87.987045	1
WI0410800	Greenfield Police Department	City	WI	MILWAUKEE	42.95941	-87.98092	1
WI0410900	Hales Corners Police Department	City	WI	MILWAUKEE	42.941544	-88.06192	1
WI0411000	Oak Creek Police Department	City	WI	MILWAUKEE	42.871998	-87.9091	1
WI0411100	River Hills Police Department	City	WI	MILWAUKEE	43.163395	-87.91627	1
WI0411200	St. Francis Police Department	City	WI	MILWAUKEE	42.967167	-87.872696	1
WI0411300	Shorewood Police Department	City	WI	MILWAUKEE	43.088078	-87.88501	1
WI0411400	South Milwaukee Police Department	City	WI	MILWAUKEE	42.90762	-87.87176	1
WI0411500	Wauwatosa Police Department	City	WI	MILWAUKEE	43.05288	-88.05745	1
WI0411600	West Allis Police Department	City	WI	MILWAUKEE	43.017652	-87.481549	1
WI0411700	West Milwaukee Police Department	City	WI	MILWAUKEE	43.017845	-87.97316	1
WI0411800	Whitefish Bay Police Department	City	WI	MILWAUKEE	43.11325	-87.90008	1
WI0411900	University of Wisconsin: Milwaukee	University or College	WI	MILWAUKEE	43.017652	-87.481549	1
WI0412000	State Fair Park Police	Other State Agency	WI	MILWAUKEE	43.017652	-87.481549	1
WI041249E	Marquette University	University or College	WI	MILWAUKEE			1
WI0420000	Monroe County Sheriff's Office	County	WI	MONROE	43.945175	-90.619969	1
WI0420100	Cashton Police Department	City	WI	MONROE	43.945175	-90.619969	1
WI0420200	Sparta Police Department	City	WI	MONROE	43.94336	-90.81049	1
WI0420300	Tomah Police Department	City	WI	MONROE	43.979454	-90.50479	1
WI0420400	Kendall Police Department	City	WI	MONROE	43.945175	-90.619969	0
WI0420500	Norwalk Police Department	City	WI	MONROE	43.945175	-90.619969	0
WI0420600	Wilton Police Department	City	WI	MONROE			0
WI0430000	Oconto County Sheriff's Office	County	WI	OCONTO	44.889057	-87.8663	1
WI0430100	Gillett Police Department	City	WI	OCONTO	44.996575	-88.206516	1
WI0430200	Oconto Police Department	City	WI	OCONTO	44.887234	-87.86587	1
WI0430300	Oconto Falls Police Department	City	WI	OCONTO	44.996575	-88.206516	1
WI0430400	Lena Police Department	City	WI	OCONTO			1
WI0430500	Suring Police Department	City	WI	OCONTO			1
WI0440000	Oneida County Sheriff's Office	County	WI	ONEIDA	45.64805	-89.38141	1
WI0440100	Minocqua Police Department	City	WI	ONEIDA	45.716198	-89.534988	1
WI0440200	Rhinelander Police Department	City	WI	ONEIDA	45.640182	-89.41277	1
WI0440300	Woodruff Police Department	City	WI	ONEIDA	45.716198	-89.534988	1
WI0440400	Three Lakes Police Department	City	WI	ONEIDA	45.716198	-89.534988	1
WI0450000	Outagamie County Sheriff's Office	County	WI	OUTAGAMIE	44.258904	-88.412056	1
WI0450100	Appleton Police Department	City	WI	CALUMET, OUTAGAMIE, WINNEBAGO	44.260445	-88.41205	1
WI0450200	Kaukauna Police Department	City	WI	OUTAGAMIE	44.27878	-88.27316	1
WI0450400	Fox Valley Metro Police Department	City	WI	OUTAGAMIE	44.282547	-88.317665	1
WI0450500	Seymour Police Department	City	WI	OUTAGAMIE	44.51405	-88.330124	1
WI0450600	Shiocton Police Department	City	WI	OUTAGAMIE	44.418226	-88.464988	1
